Date,open_SAR,open_USD,high_SAR,high_USD,low_SAR,low_USD,close_SAR,close_USD,volume
01-06-2020,35434.79181,9448.27,38929.152,10380,35335.03117,9421.67,38256.96781,10200.77,76649
31-05-2020,36370.32909,9697.72,36378.88,9700,35184.04006,9381.41,35434.79181,9448.27,48333
30-05-2020,35353.52064,9426.6,36528.896,9740,34995.84499,9331.23,36370.32909,9697.72,55665
29-05-2020,35913.34285,9575.87,36023.5671,9605.26,34991.232,9330,35355.28333,9427.07,57374
28-05-2020,34518.94413,9204.07,36099.36269,9625.47,34166.144,9110,35913.41786,9575.89,74110
27-05-2020,33157.2864,8841,34597.44,9225,33047.51219,8811.73,34518.94413,9204.07,68910
26-05-2020,33379.87264,8900.35,33819.86957,9017.67,32628.48,8700,33157.96147,8841.18,58299
25-05-2020,32696.51226,8718.14,33677.31686,8979.66,32413.65709,8642.72,33379.87264,8900.35,62833
24-05-2020,34424.9591,9179.01,34871.2192,9298,32628.48,8700,32704.76314,8720.34,70379
23-05-2020,34391.168,9170,34908.16064,9307.85,34016.128,9070,34425.48416,9179.15,43526
22-05-2020,34006.7895,9067.51,34769.9584,9271,33504.27341,8933.52,34391.168,9170,58943
21-05-2020,35671.66707,9511.43,35923.09389,9578.47,33059.776,8815,34011.06496,9068.65,108928
20-05-2020,36660.64755,9775.13,36911.4368,9842,34976.2304,9326,35671.66707,9511.43,74923
19-05-2020,36506.13107,9733.93,37118.49638,9897.21,35531.2896,9474,36662.14771,9775.53,78539
18-05-2020,36308.03494,9681.11,37316.48,9950,35494.64819,9464.23,36506.13107,9733.93,82006
17-05-2020,35181.78982,9380.81,37083.9552,9888,34961.60384,9322.1,36304.02202,9680.04,68647
16-05-2020,34938.57638,9315.96,35958.8352,9588,34578.688,9220,35183.51501,9381.27,59587
15-05-2020,36723.80429,9791.97,36925.01325,9845.62,34316.16,9150,34940.30157,9316.42,115890
14-05-2020,34913.78624,9309.35,37275.2256,9939,34716.5527,9256.76,36723.84179,9791.98,129565
13-05-2020,33044.7369,8810.99,35246.2592,9398,32977.2297,8792.99,34913.86125,9309.37,92466
12-05-2020,32111.07482,8562.04,33672.0663,8978.26,31986.33651,8528.78,33043.98682,8810.79,86522
11-05-2020,32713.87661,8722.77,34383.6672,9168,30753.28,8200,32109.12461,8561.52,168807
10-05-2020,35775.44064,9539.1,35909.44243,9574.83,30441.9968,8117,32713.87661,8722.77,183865
09-05-2020,36753.99501,9800.02,37182.4032,9914.25,35703.808,9520,35776.56576,9539.4,81950
08-05-2020,37452.61952,9986.3,37638.86438,10035.96,36397.632,9705,36753.9575,9800.01,100683
07-05-2020,34291.40736,9143.4,37755.2768,10067,33832.3584,9021,37452.99456,9986.4,147154
06-05-2020,33833.70854,9021.36,35235.008,9395,33401.84998,8906.21,34289.60717,9142.92,105925
05-05-2020,33273.24877,8871.92,34198.32243,9118.58,32853.504,8760,33835.47123,9021.83,76480
04-05-2020,33356.62016,8894.15,33566.08,8950,31960.9088,8522,33273.39878,8871.96,84418
03-05-2020,33650.76403,8972.58,34503.68,9200,32673.4848,8712,33356.65766,8894.16,90126
02-05-2020,33099.79277,8825.67,33791.104,9010,32827.2512,8753,33648.77632,8972.05,59002
01-05-2020,32328.448,8620,33975.54867,9059.18,32304.29542,8613.56,33104.63078,8826.96,91468
30-04-2020,32923.18643,8778.58,35478.784,9460,31507.1104,8401,32328.448,8620,206277
29-04-2020,29022.77043,7738.58,33576.91866,8952.89,28915.77152,7710.05,32923.14893,8778.57,183546
28-04-2020,29153.7719,7773.51,29178.112,7780,28724.76365,7659.12,29024.27059,7738.98,46302
27-04-2020,28852.20224,7693.1,29223.19181,7792.02,28525.5424,7606,29157.93485,7774.62,65441
26-04-2020,28274.37811,7539.03,28878.08,7700,28052.992,7480,28852.20224,7693.1,50522
25-04-2020,28146.752,7505,28896.832,7705,27869.48493,7431.07,28273.02797,7538.67,43874
24-04-2020,28067.84358,7483.96,28562.89638,7615.96,27707.9552,7388,28146.752,7505,60182
23-04-2020,26722.05005,7125.12,29020.5952,7738,26327.808,7020,28061.95546,7482.39,102773
22-04-2020,25657.83654,6841.36,26839.28755,7156.38,25570.2272,6818,26722.12506,7125.14,61486
21-04-2020,25611.40659,6828.98,26027.776,6940,25360.2048,6762,25657.87405,6841.37,60109
20-04-2020,26708.09856,7121.4,27077.888,7220,25318.9504,6751,25603.34323,6826.83,90149
19-04-2020,27185.14944,7248.6,27250.96896,7266.15,26461.32224,7055.6,26705.6233,7120.74,45664
18-04-2020,26353.23571,7026.78,27351.96723,7293.08,26306.80576,7014.4,27185.14944,7248.6,49488
17-04-2020,26635.3033,7101.99,26808.30925,7148.12,26151.46419,6972.98,26356.12352,7027.55,54126
16-04-2020,24832.336,6621.25,26965.376,7190,24258.59981,6468.27,26635.11578,7101.94,125009
15-04-2020,25759.88493,6868.57,26001.5232,6933,24771.392,6605,24832.2985,6621.24,61571
14-04-2020,25645.38522,6838.04,26170.2912,6978,25331.25171,6754.28,25760.37248,6868.7,69068
13-04-2020,25891.97402,6903.79,25891.97402,6903.79,24658.88,6575,25644.89766,6837.91,96415
12-04-2020,25790.90074,6876.84,26916.6208,7177,25427.712,6780,25891.97402,6903.79,73868
11-04-2020,25723.69357,6858.92,26043.90272,6944.3,25352.704,6760,25790.86323,6876.83,45470
10-04-2020,27316.18842,7283.54,27361.9808,7295.75,25277.62099,6739.98,25723.69357,6858.92,104674
09-04-2020,27603.9191,7360.26,27647.64877,7371.92,26658.14323,7108.08,27316.18842,7283.54,61094
08-04-2020,26992.82893,7197.32,27827.968,7420,26815.36,7150,27607.74451,7361.28,76059
07-04-2020,27490.05696,7329.9,27976.82138,7459.69,26541.5808,7077,26992.82893,7197.32,103585
06-04-2020,25400.63411,6772.78,27584.71706,7355.14,25371.456,6765,27490.05696,7329.9,118052
05-04-2020,25718.03046,6857.41,25861.03322,6895.54,25043.37101,6677.52,25400.63411,6772.78,49685
04-04-2020,25251.33069,6732.97,26216.83366,6990.41,24940.1975,6650.01,25716.4553,6856.99,72990
03-04-2020,25479.69254,6793.86,26432.8192,7048,24760.51584,6602.1,25255.56864,6734.1,104080
02-04-2020,24915.25734,6643.36,26995.3792,7198,24568.8704,6551,25480.55514,6794.09,149299
01-04-2020,24048.08986,6412.14,25052.44698,6679.94,23065.37254,6150.11,24913.60717,6642.92,97500
31-03-2020,23981.74528,6394.45,24464.72179,6523.23,23707.77856,6321.4,24041.71418,6410.44,72337
30-03-2020,22054.2272,5880.5,24748.8896,6599,21968.9431,5857.76,23981.48275,6394.38,118889
29-03-2020,23389.93216,6236.65,23500.0064,6266,22001.94662,5866.56,22057.67757,5881.42,63311
28-03-2020,23849.20614,6359.11,23852.544,6360,22592.4096,6024,23389.93216,6236.65,93159
27-03-2020,25267.45741,6737.27,25662.44954,6842.59,23481.2544,6261,23849.20614,6359.11,82914
26-03-2020,25042.99597,6677.42,25427.712,6780,24415.104,6510,25267.79494,6737.36,83026
25-03-2020,25295.28538,6744.69,26095.13318,6957.96,24190.08,6450,25043.03347,6677.43,132155
24-03-2020,24247.2736,6465.25,25626.4832,6833,23895.03603,6371.33,25295.39789,6744.72,151138
23-03-2020,21812.51392,5816.05,24752.64,6600,21332.2752,5688,24254.99942,6467.31,164674
22-03-2020,23203.87482,6187.04,24032.07565,6407.87,21504.8311,5734.01,21813.03898,5816.19,119115
21-03-2020,23269.61933,6204.57,24216.25779,6456.98,21977.41901,5860.02,23203.64979,6186.98,128913
20-03-2020,23110.15232,6162.05,25877.76,6900,21264.768,5670,23283.83334,6208.36,219298
19-03-2020,20226.8823,5393.26,24002.56,6400,19699.08851,5252.53,23111.35245,6162.37,199020
18-03-2020,19924.52506,5312.64,20387.81197,5436.17,18787.14125,5009.37,20226.05722,5393.04,137127
17-03-2020,18860.23654,5028.86,20720.96,5525,18457.40608,4921.45,19924.52506,5312.64,150089
16-03-2020,20103.38163,5360.33,20122.47117,5365.42,16659.72685,4442.12,18860.64909,5028.97,227276
15-03-2020,19398.86899,5172.48,22277.376,5940,19101.16224,5093.1,20107.01952,5361.3,139916
14-03-2020,20912.41792,5576.05,21154.20621,5640.52,18958.75955,5055.13,19397.29382,5172.06,136910
13-03-2020,18001.9575,4800.01,22333.632,5955,14184.50035,3782.13,20921.98144,5578.6,402201
12-03-2020,29757.84883,7934.58,29876.32397,7966.17,16539.264,4410,18001.92,4800,261505
11-03-2020,29607.79533,7894.57,29928.192,7980,28465.536,7590,29757.62381,7934.52,79942
10-03-2020,29740.18445,7929.87,30562.0096,8149,28983.1287,7728.01,29607.75782,7894.56,86783
09-03-2020,30133.5639,8034.76,30675.68422,8179.31,28623.0903,7632.01,29740.18445,7929.87,116968
08-03-2020,33323.2416,8885.25,33328.9047,8886.76,30003.2,8000,30128.12582,8033.31,77537
07-03-2020,34244.48986,9130.89,34458.6752,9188,33134.784,8835,33328.52966,8886.66,45422
06-03-2020,33958.52186,9054.64,34391.168,9170,33699.2192,8985.5,34248.20275,9131.88,43782
05-03-2020,32819.7129,8750.99,34351.48877,9159.42,32803.02362,8746.54,33958.67187,9054.68,58201
04-03-2020,32853.76653,8760.07,33184.62682,8848.29,32478.464,8660,32819.26285,8750.87,38696
03-03-2020,33420.48947,8911.18,33452.25536,8919.65,32444.7104,8651,32853.76653,8760.07,55154
02-03-2020,31992.03712,8530.3,33625.1488,8965.75,31870.8992,8498,33435.7161,8915.24,60401
01-03-2020,31966.94694,8523.61,32816,8750,31544.6144,8411,31997.96275,8531.88,43892
29-02-2020,32593.97632,8690.8,32966.016,8790,31966.72192,8523.55,31966.94694,8523.61,36748
28-02-2020,33090.7168,8823.25,33378.56,8900,31672.128,8445,32601.88966,8692.91,71155
27-02-2020,32951.0144,8786,33647.72621,8971.77,31994.6624,8531,33090.56678,8823.21,72483
26-02-2020,34940.52659,9316.48,35169.15098,9377.44,32379.56595,8633.63,32948.2016,8785.25,92130
25-02-2020,36212.06221,9655.52,36285.12,9675,34691.2,9250,34938.12634,9315.84,54379
24-02-2020,37265.47456,9936.4,37466.496,9990,35529.63942,9473.56,36214.34995,9656.13,55796
23-02-2020,36194.54784,9650.85,37466.496,9990,36172.608,9645,37265.47456,9936.4,37702
22-02-2020,36292.80832,9677.05,36413.27117,9709.17,35853.89901,9560.02,36194.58534,9650.86,24636
21-02-2020,35993.37638,9597.21,36587.0647,9755.51,35817.10758,9550.21,36292.80832,9677.05,42181
20-02-2020,35983.77536,9594.65,36375.1296,9699,35253.76,9400,35990.41357,9596.42,60152
19-02-2020,38121.99091,10164.78,38441.6,10250,35066.24,9350,35980.55002,9593.79,55162
18-02-2020,36401.3824,9706,38441.6,10250,35913.8679,9576.01,38121.72838,10164.71,70604
17-02-2020,37169.08928,9910.7,37369.58566,9964.16,35451.29357,9452.67,36401.3824,9706,70261
16-02-2020,37145.68678,9904.46,37691.52,10050,36146.80525,9638.12,37193.72941,9917.27,60023
15-02-2020,38795.48774,10344.36,38910.4,10375,36757.6704,9801,37146.66189,9904.72,57657
14-02-2020,38358.26611,10227.78,38935.00262,10381.56,37921.68205,10111.37,38795.48774,10344.36,47038
13-02-2020,38724.11763,10325.33,39379.2,10500,37804.032,10080,38365.20435,10229.63,79344
12-02-2020,38340.63923,10223.08,39191.68,10450,38340.63923,10223.08,38728.35558,10326.46,61008
11-02-2020,36947.9657,9851.74,38717.59194,10323.59,36378.88,9700,38340.63923,10223.08,62422
10-02-2020,38073.01069,10151.72,38209.0752,10188,36588.9024,9756,36948.30323,9851.83,59573
09-02-2020,37110.35802,9895.04,38126.5664,10166,37056.7648,9880.75,38073.1232,10151.75,43408
08-02-2020,36805.93805,9813.87,37278.976,9940,36255.52934,9667.11,37110.39552,9895.05,43600
07-02-2020,36648.9088,9772,37072.704,9885,36491.392,9730,36805.41299,9813.73,43966
06-02-2020,36048.95731,9612.03,36988.58253,9862.57,35727.62304,9526.35,36648.9088,9772,64949
05-02-2020,34492.50381,9197.02,36545.58528,9744.45,34418.24589,9177.22,36048.99482,9612.04,64870
04-02-2020,34846.27904,9291.35,35066.24,9350,34102.4247,9093.01,34492.50381,9197.02,53308
03-02-2020,34997.19514,9331.59,36074.31002,9618.79,34631.1936,9234,34849.6169,9292.24,50892
02-02-2020,35195.29126,9384.41,35542.65331,9477.03,34203.648,9120,34996.8951,9331.51,45690
01-02-2020,35072.65318,9351.71,35495.77331,9464.53,34807.4624,9281,35196.04134,9384.61,28578
31-01-2020,35672.00461,9511.52,35742.13709,9530.22,34541.2215,9210.01,35077.07866,9352.89,45552
30-01-2020,34884.60813,9301.57,35921.3312,9578,34520.33178,9204.44,35678.34278,9513.21,60626
29-01-2020,35161.27514,9375.34,35438.4297,9449.24,34563.6864,9216,34884.45811,9301.53,53864
28-01-2020,33406.95053,8907.57,35253.76,9400,33237.54496,8862.4,35157.03718,9374.21,74584
27-01-2020,32307.40826,8614.39,33753.6,9000,32009.664,8535,33406.95053,8907.57,53973
26-01-2020,31278.3735,8340.01,32321.43475,8618.13,31104.54246,8293.66,32309.696,8615,31130
25-01-2020,31649.5881,8438.99,31695.6055,8451.26,30959.17696,8254.9,31280.51123,8340.58,25521
24-01-2020,31520.31181,8404.52,31983.48621,8528.02,30895.7952,8238,31649.6256,8439,41687
23-01-2020,32563.86061,8682.77,32597.76422,8691.81,31152.28506,8306.39,31520.31181,8404.52,48165
22-01-2020,32763.64442,8736.04,33071.0272,8818,32215.936,8590,32562.32294,8682.36,29080
21-01-2020,32412.26944,8642.35,32962.2656,8789,31833.3952,8488,32763.60691,8736.03,36494
20-01-2020,32634.93069,8701.72,32804.7113,8746.99,31958.20851,8521.28,32412.26944,8642.35,38896
19-01-2020,33435.15354,8915.09,34499.85459,9198.98,31750.8864,8466,32634.85568,8701.7,70676
18-01-2020,33428.32781,8913.27,33711.89555,8988.88,33027.44755,8806.38,33438.41638,8915.96,38294
17-01-2020,32704.05056,8720.15,33909.80416,9041.65,32525.11898,8672.44,33428.36531,8913.28,70897
16-01-2020,33078.5655,8820.01,33227.83142,8859.81,32200.9344,8586,32703.5255,8720.01,51991
15-01-2020,33058.42586,8814.64,33440.36659,8916.48,32118.4256,8564,33083.81606,8821.41,84816
14-01-2020,30417.01914,8110.34,33303.552,8880,30399.01722,8105.54,33041.0615,8810.01,120399
13-01-2020,30696.91149,8184.97,30738.2784,8196,30212.80986,8055.89,30417.01914,8110.34,31159
12-01-2020,30078.2455,8020.01,30742.0288,8197,29853.184,7960,30696.94899,8184.98,38131
11-01-2020,30749.00454,8198.86,31077.08954,8286.34,30015.05126,8003.16,30078.2455,8020.01,54810
10-01-2020,29319.6521,7817.74,30749.5296,8199,28773.0688,7672,30742.10381,8197.02,82406
09-01-2020,30208.42189,8054.72,30213.07238,8055.96,29065.6,7750,29319.7271,7817.76,64239
08-01-2020,30550.45837,8145.92,31709.632,8455,29515.648,7870,30213.14739,8055.98,112622
07-01-2020,29098.97856,7758.9,30782.08307,8207.68,28967.00198,7723.71,30548.05811,8145.28,91171
06-01-2020,27594.09306,7357.64,29235.64314,7795.34,27553.2887,7346.76,29095.6032,7758,54635
05-01-2020,27581.15418,7354.19,28109.248,7495,27445.4272,7318,27598.256,7358.75,38331
04-01-2020,27546.688,7345,27767.9616,7404,27273.69638,7272.21,27580.85414,7354.11,29987
03-01-2020,26123.3737,6965.49,27771.712,7405,25769.14842,6871.04,27546.53798,7344.96,68428
02-01-2020,27005.76781,7200.77,27049.76,7212.5,25970.5449,6924.74,26124.19878,6965.71,31951
01-01-2020,26985.0281,7195.24,27209.152,7255,26909.68256,7175.15,27006.06784,7200.85,16792
31-12-2019,27175.3984,7246,27452.928,7320,26796.6455,7145.01,26984.99059,7195.23,25954
30-12-2019,27709.56787,7388.43,27783.8633,7408.24,27077.888,7220,27175.3984,7246,29605
29-12-2019,27435.52614,7315.36,28234.69888,7528.45,27332.9152,7288,27708.8553,7388.24,31387
28-12-2019,27208.28941,7254.77,27621.7335,7365.01,27147.90797,7238.67,27438.45146,7316.14,26848
27-12-2019,27010.3808,7202,27287.38534,7275.86,26539.40557,7076.42,27208.1769,7254.74,33642
26-12-2019,27021.6695,7205.01,27884.224,7435,26842.06285,7157.12,27010.3808,7202,36259
25-12-2019,27212.03981,7255.77,27272.04621,7271.77,26736.07654,7128.86,27020.24435,7204.63,27492
24-12-2019,27442.80192,7317.3,27890.52467,7436.68,26841.76282,7157.04,27212.03981,7255.77,43629
23-12-2019,28130.66278,7500.71,28860.75315,7695.38,27249.80634,7265.84,27442.01434,7317.09,68051
22-12-2019,26746.31514,7131.59,28197.53242,7518.54,26712.11149,7122.47,28133.40058,7501.44,39137
21-12-2019,26957.9127,7188.01,26967.55123,7190.58,26646.592,7105,26750.6656,7132.75,19467
20-12-2019,26820.27302,7151.31,27077.888,7220,26550.9568,7079.5,26957.23763,7187.83,32132
19-12-2019,27294.77363,7277.83,27677.952,7380,26396.47782,7038.31,26816.48512,7150.3,55509
18-12-2019,24842.04954,6623.84,27902.976,7440,24133.824,6435,27294.77363,7277.83,95636
17-12-2019,25845.65658,6891.44,26036.06438,6942.21,24602.624,6560,24841.97453,6623.82,53865
16-12-2019,26701.34784,7119.6,26815.36,7150,25637.7344,6836,25846.70669,6891.72,43863
15-12-2019,26493.35066,7064.14,27004.00512,7200.3,26284.11584,7008.35,26697.55994,7118.59,26395
14-12-2019,27218.04045,7257.37,27272.04621,7271.77,26297.8048,7012,26493.01312,7064.05,29561
13-12-2019,26994.4791,7197.76,27411.86112,7309.05,26968.2263,7190.76,27222.20339,7258.48,27609
12-12-2019,27040.384,7210,27359.168,7295,26553.95712,7080.3,26995.67923,7198.08,42288
11-12-2019,27093.45216,7224.15,27286.0352,7275.5,26724.07526,7125.66,27040.384,7210,30093
10-12-2019,27522.83546,7338.64,27781.46304,7407.6,26841.98784,7157.1,27093.37715,7224.13,49723
09-12-2019,28165.91654,7510.11,28690.56,7650,27276.6592,7273,27522.83546,7338.64,46621
08-12-2019,28080.40742,7487.31,28368.0256,7564,27658.67494,7374.86,28165.91654,7510.11,29856
07-12-2019,28232.26112,7527.8,28576.62285,7619.62,28016.08806,7470.16,28083.78278,7488.21,31498
06-12-2019,27711.7056,7389,28465.64851,7590.03,27396.672,7305,28231.02349,7527.47,48189
05-12-2019,26982.59034,7194.59,28071.744,7485,26815.36,7150,27711.7056,7389,59306
04-12-2019,27350.57958,7292.71,29065.6,7750,26504.0768,7067,26981.57773,7194.32,83147
03-12-2019,27356.99277,7294.42,27752.96,7400,27157.95904,7241.35,27350.57958,7292.71,33149
02-12-2019,27721.0816,7391.5,27830.06822,7420.56,26819.48544,7151.1,27356.46771,7294.28,46330
01-12-2019,28280.37875,7540.63,28284.95424,7541.85,27040.384,7210,27718.79386,7390.89,60769
30-11-2019,29031.8089,7740.99,29290.624,7810,27906.7264,7441,28285.10426,7541.89,46989
29-11-2019,27822.41741,7418.52,29440.64,7850,27611.56992,7362.3,29026.89587,7739.68,60745
28-11-2019,28157.62816,7507.9,28664.3072,7643,27602.944,7360,27826.0553,7419.49,56933
27-11-2019,26833.1744,7154.75,28709.312,7655,25652.736,6840,28159.95341,7508.52,92452
26-11-2019,26665.3065,7109.99,27527.936,7340,26318.35699,7017.48,26838.38746,7156.14,65722
25-11-2019,25878.62259,6900.23,27669.28858,7377.69,24433.856,6515,26663.73133,7109.57,119645
24-11-2019,27419.54944,7311.1,27491.89466,7330.39,25731.4944,6861,25890.06131,6903.28,67890
23-11-2019,27258.76979,7268.23,27544.73779,7344.48,26552.8695,7080.01,27421.31213,7311.57,50449
22-11-2019,28607.26362,7627.79,29065.6,7750,25465.216,6790,27258.76979,7268.23,126603
21-11-2019,30372.83942,8098.56,30508.49139,8134.73,28128,7500,28607.0761,7627.74,58418
20-11-2019,30505.11603,8133.83,30994.39322,8264.29,30147.21536,8038.4,30370.7767,8098.01,32466
19-11-2019,30702.6496,8186.5,30823.14995,8218.63,30014.4512,8003,30504.40346,8133.64,43556
18-11-2019,31889.16365,8502.87,31891.60141,8503.52,30228.224,8060,30705.16237,8187.17,43017
17-11-2019,31843.6713,8490.74,32384.704,8635,31318.39027,8350.68,31887.40096,8502.4,27009
16-11-2019,31771.96365,8471.62,32039.6672,8543,31503.36,8400,31844.72141,8491.02,20902
15-11-2019,32427.38355,8646.38,32966.016,8790,31503.36,8400,31772.37619,8471.73,46087
14-11-2019,32919.28602,8777.54,33003.52,8800,32188.18304,8582.6,32428.50867,8646.68,33468
13-11-2019,33085.69126,8821.91,33172.2505,8844.99,32635.9808,8702,32917.71085,8777.12,26810
12-11-2019,32753.59334,8733.36,33333.5552,8888,32131.92704,8567.6,33085.80378,8821.94,40366
11-11-2019,33904.21606,9040.16,34024.82893,9072.32,32323.49747,8618.68,32753.25581,8733.27,44888
10-11-2019,33037.94867,8809.18,34305.62138,9147.19,32816,8750,33901.62829,9039.47,34422
09-11-2019,32905.0345,8773.74,33303.552,8880,32721.78995,8724.88,33038.81126,8809.41,29469
08-11-2019,34556.1856,9214,34732.4544,9261,32613.4784,8696,32904.99699,8773.73,62107
07-11-2019,35025.58566,9339.16,35160,9375,34132.3904,9101,34564.43648,9216.2,39117
06-11-2019,34907.71059,9307.73,35407.18886,9440.91,34691.2375,9250.01,35025.17312,9339.05,37336
05-11-2019,35225.25696,9392.4,35459.84448,9454.95,34412.7703,9175.76,34911.19846,9308.66,45935
04-11-2019,34490.40358,9196.46,35680.10547,9513.68,34188.04634,9115.84,35228.81984,9393.35,45894
03-11-2019,34840.65344,9289.85,35113.38253,9362.57,34001.65146,9066.14,34483.84038,9194.71,27894
02-11-2019,34621.44256,9231.4,35155.2745,9373.74,34451.96198,9186.21,34839.41581,9289.52,28923
01-11-2019,34281.88134,9140.86,34799.9616,9279,33866.112,9030,34622.23014,9231.61,43594
31-10-2019,34331.23661,9154.02,35272.512,9405,33427.3152,8913,34281.84384,9140.85,54376
30-10-2019,35282.33805,9407.62,35290.66394,9409.84,33757.3879,9001.01,34333.86189,9154.72,55241
29-10-2019,34520.36928,9204.45,35816.32,9550,34023.6288,9072,35282.33805,9407.62,64158
28-10-2019,35734.67379,9528.23,37136.83584,9902.1,34353.664,9160,34522.95706,9205.14,80174
27-10-2019,34616.192,9230,36735.09299,9794.98,34032.40474,9074.34,35741.04947,9529.93,93833
26-10-2019,32463.01235,8655.88,38891.648,10370,31767.31315,8470.38,34616.192,9230,162588
25-10-2019,27799.50246,7412.41,32999.7696,8799,27606.6944,7361,32459.78701,8655.02,90748
24-10-2019,28009.74989,7468.47,28141.80147,7503.68,27520.3977,7337.99,27799.50246,7412.41,32714
23-10-2019,30078.43302,8020.06,30181.68154,8047.59,27377.92,7300,28002.81165,7466.62,63897
22-10-2019,30743.07891,8197.28,31120.7817,8297.99,30003.2,8000,30078.208,8020,34651
21-10-2019,30840.85184,8223.35,31252.0832,8333,30535.86931,8142.03,30743.04141,8197.27,30448
20-10-2019,29815.19245,7949.87,31117.0688,8297,29515.648,7870,30840.85184,8223.35,34286
19-10-2019,29804.01626,7946.89,30371.11424,8098.1,29504.09677,7866.92,29808.2167,7948.01,26627
18-10-2019,30268.39078,8070.71,30434.496,8115,29313.1639,7816.01,29804.4663,7947.01,31353
17-10-2019,29984.52301,7995.02,30471.69997,8124.92,29737.03411,7929.03,30267.90323,8070.58,29656
16-10-2019,30600.63872,8159.3,30682.62246,8181.16,29691.9168,7917,29972.2217,7991.74,34733
15-10-2019,31304.06374,8346.86,31514.6112,8403,30340.736,8090,30600.60122,8159.29,32773
14-10-2019,31035.4601,8275.24,31461.54304,8388.85,30764.5312,8203,31309.08928,8348.2,29810
13-10-2019,31135.74579,8301.98,31696.01805,8451.37,30603.264,8160,31034.5975,8275.01,27840
12-10-2019,30970.61568,8257.95,31503.36,8400,30940.8,8250,31128.65754,8300.09,21339
11-10-2019,32095.24813,8557.82,32926.6743,8779.51,30799.70995,8212.38,30972.6784,8258.5,50405
10-10-2019,32111.48736,8562.15,32418.4576,8644,31557.81581,8414.52,32096.03571,8558.03,39137
09-10-2019,30643.73082,8170.79,32515.968,8670,30434.496,8115,32106.1993,8560.74,55038
08-10-2019,30718.85133,8190.82,31222.08,8325,30336.048,8088.75,30634.72986,8168.39,35452
07-10-2019,29460.51712,7855.3,31128.01997,8299.92,29110.6048,7762,30716.11354,8190.09,52202
06-10-2019,30481.56352,8127.55,30580.27405,8153.87,29196.864,7785,29456.5792,7854.25,34676
05-10-2019,30517.34234,8137.09,30691.06086,8183.41,30051.88019,8012.98,30476.46298,8126.19,21907
04-10-2019,30844.90227,8224.43,30874.83046,8232.41,30021.952,8005,30517.49235,8137.13,26476
03-10-2019,31353.344,8360,31477.1072,8393,30228.224,8060,30843.13958,8223.96,30488
02-10-2019,31100.82957,8292.67,31405.51206,8373.91,30570.33549,8151.22,31353.11898,8359.94,26243
01-10-2019,31090.70349,8289.97,31878.4,8500,30652.20672,8173.05,31099.96698,8292.44,43472
30-09-2019,30164.61722,8043.04,31268.0599,8337.26,28915.584,7710,31088.34074,8289.34,55865
29-09-2019,30750.95475,8199.38,30862.52915,8229.13,29590.656,7890,30167.54253,8043.82,31544
28-09-2019,30668.78349,8177.47,31184.576,8315,30007.28794,8001.09,30748.81702,8198.81,34473
27-09-2019,30241.3129,8063.49,30997.056,8265,29448.70336,7852.15,30670.43366,8177.91,43882
26-09-2019,31616.05952,8430.05,31750.8489,8465.99,29065.6,7750,30242.21299,8063.73,67930
25-09-2019,31869.21152,8497.55,32740.992,8730,30811.93626,8215.64,31616.05952,8430.05,60783
24-09-2019,36387.13088,9702.2,36735.1305,9794.99,29253.12,7800,31852.67226,8493.14,94007
23-09-2019,37609.19872,10028.05,37691.4825,10049.99,36062.98381,9615.77,36387.3184,9702.25,31937
