Date,open_SAR,open_USD,high_SAR,high_USD,low_SAR,low_USD,close_SAR,close_USD,volume
22-09-2019,37448.30656,9985.15,37837.7856,10089,36956.32909,9853.97,37612.27405,10028.87,22049
21-09-2019,38133.76717,10167.92,38166.69568,10176.7,37128.96,9900,37452.95706,9986.39,20544
20-09-2019,38417.97248,10243.7,38557.8624,10281,37734.23706,10061.39,38136.27994,10168.59,25088
19-09-2019,38090.60006,10156.41,38722.88,10325,36202.6112,9653,38420.18522,10244.29,44826
18-09-2019,38207.12499,10187.48,38471.67821,10258.02,37879.04,10100,38092.7753,10156.99,24250
17-09-2019,38440.39987,10249.68,38535.36,10275,37984.0887,10128.01,38208.40013,10187.82,22914
16-09-2019,38641.64634,10303.34,38835.392,10355,37796.5312,10078,38446.51302,10251.31,28971
15-09-2019,38752.17062,10332.81,38854.144,10360,38449.66336,10252.15,38636.6583,10302.01,18047
14-09-2019,38794.62515,10344.13,39079.1305,10419.99,38337.82643,10222.33,38760.45901,10335.02,23621
13-09-2019,39060.4535,10415.01,39150.4256,10439,38077.8112,10153,38786.86182,10342.06,30280
12-09-2019,38099.376,10158.75,39187.21702,10448.81,37654.016,10040,39060.4535,10415.01,34511
11-09-2019,37872.25178,10098.19,38602.8672,10293,37053.952,9880,38097.80083,10158.33,31953
10-09-2019,38638.79603,10302.58,38947.8665,10384.99,37327.7312,9953,37872.10176,10098.15,28915
09-09-2019,38933.8025,10381.24,39304.192,10480,37760.9024,10068.5,38640.82125,10303.12,39835
08-09-2019,39213.80736,10455.9,39726.112,10592.5,38284.0832,10208,38933.57747,10381.18,23984
07-09-2019,38624.28198,10298.71,39596.7232,10558,38586.25293,10288.57,39213.73235,10455.88,27637
06-09-2019,39615.96275,10563.13,40901.37485,10905.87,38066.56,10150,38624.35699,10298.73,58799
05-09-2019,39626.42637,10565.92,40879.36,10900,39191.68,10450,39621.0633,10564.49,33970
04-09-2019,39798.68224,10611.85,40500.5696,10799,38891.23546,10369.89,39630.55181,10567.02,43943
03-09-2019,38779.136,10340,40403.0592,10773,38524.1088,10272,39811.54611,10615.28,47998
02-09-2019,36467.35194,9723.59,39191.68,10450,36425.76,9712.5,38779.136,10340,44740
01-09-2019,35961.6105,9588.74,36866.432,9830,35703.808,9520,36472.56499,9724.98,19545
31-08-2019,35939.1831,9582.76,36320.7863,9684.51,35331.5808,9420.75,35956.84749,9587.47,17130
30-08-2019,35625.0871,9499.01,36363.8784,9696,35067.77766,9350.41,35945.85882,9584.54,26834
29-08-2019,36457.6384,9721,36468.8896,9724,34953.728,9320,35622.94938,9498.44,35532
28-08-2019,38200.41178,10185.69,38625.3696,10299,36007.6279,9601.01,36457.6384,9721,42110
27-08-2019,38905.14944,10373.6,38970.70643,10391.08,37695.57043,10051.08,38198.01152,10185.05,28402
26-08-2019,38039.14458,10142.69,39769.2416,10604,38021.29267,10137.93,38900.0864,10372.25,41687
25-08-2019,38008.84134,10134.61,38752.8832,10333,37155.10029,9906.97,38039.14458,10142.69,26271
24-08-2019,38959.75526,10388.16,39076.99277,10419.42,37091.456,9890,38007.86624,10134.35,27692
23-08-2019,37878.66496,10099.9,39172.928,10445,37578.22042,10019.79,38964.96832,10389.55,27550
22-08-2019,38032.13133,10140.82,38411.5968,10242,36611.4048,9762,37878.58995,10099.88,34059
21-08-2019,40356.2167,10760.51,40519.80915,10804.13,36971.4432,9858,38038.69453,10142.57,47355
20-08-2019,40934.60339,10914.73,41066.72998,10949.96,39604.224,10560,40356.2167,10760.51,32298
19-08-2019,38652.25997,10306.17,40991.872,10930,38473.85344,10258.6,40937.64122,10915.54,37243
18-08-2019,38314.27392,10216.05,39379.2,10500,37804.032,10080,38654.54771,10306.78,24085
17-08-2019,38745.94496,10331.15,39248.46106,10465.14,37504,10000,38314.16141,10216.02,29000
16-08-2019,38617.00621,10296.77,39514.32691,10536.03,36566.4,9750,38747.40762,10331.54,51758
15-08-2019,37710.87206,10055.16,39229.184,10460,37170.2144,9911,38606.35507,10293.93,38174
14-08-2019,40854.45734,10893.36,40869.90899,10897.48,37234.34624,9928.1,37692.90765,10050.37,54451
13-08-2019,42748.37184,11398.35,42965.18246,11456.16,40461.00288,10788.45,40852.01958,10892.71,33234
12-08-2019,43276.16563,11539.08,43421.71866,11577.89,42136.94413,11235.32,42739.85843,11396.08,17568
11-08-2019,42414.1737,11309.24,43504.64,11600,41674.85734,11112.11,43317.00749,11549.97,26772
10-08-2019,44554.67699,11879.98,44948.544,11985,42267.008,11270,42414.43622,11309.31,42633
09-08-2019,44982.93517,11994.17,45176.11827,12045.68,43879.68,11700,44554.7145,11879.99,39427
08-08-2019,44911.19002,11975.04,45229.824,12060,43208.3584,11521,45003.93741,11999.77,51207
07-08-2019,43060.93018,11481.69,45534.24397,12141.17,42690.20314,11382.84,44911.15251,11975.03,69173
06-08-2019,44367.232,11830,46245.05728,12330.7,42104.61568,11226.7,43060.93018,11481.69,76705
05-08-2019,40991.8345,10929.99,44770.47501,11937.52,40983.62112,10927.8,44362.73152,11828.8,65153
04-08-2019,40567.55174,10816.86,41404.416,11040,39574.2208,10552,40988.98419,10929.23,39924
03-08-2019,39468.272,10523.75,40897.24941,10904.77,39371.43667,10497.93,40567.55174,10816.86,33802
02-08-2019,38910.4,10375,40016.768,10670,38559.17504,10281.35,39468.272,10523.75,42990
01-08-2019,37806.01971,10080.53,39258.66214,10467.86,36991.92038,9863.46,38910.3625,10374.99,41727
31-07-2019,35910.08,9575,37915.79392,10109.8,35835.072,9555,37806.01971,10080.53,39515
30-07-2019,35662.81613,9509.07,36432.43571,9714.28,35261.2608,9402,35907.11718,9574.21,32536
29-07-2019,35784.59162,9541.54,36487.6416,9729,35235.008,9395,35657.45306,9507.64,29021
28-07-2019,35549.74157,9478.92,35985.0505,9594.99,34372.416,9165,35784.59162,9541.54,29401
27-07-2019,36843.9296,9824,38211.55046,10188.66,35002.4832,9333,35540.74061,9476.52,43809
26-07-2019,37062.01536,9882.15,37091.38099,9889.98,36142.6048,9637,36843.9296,9824,27167
25-07-2019,36616.65536,9763.4,38160.32,10175,36454.00051,9720.03,37053.46445,9879.87,37873
24-07-2019,36996.87091,9864.78,37267.7248,9937,35722.56,9525,36616.20531,9763.28,43475
23-07-2019,38790.68723,10343.08,38794.02509,10343.97,36836.4288,9822,36997.35846,9864.91,47624
22-07-2019,39717.29856,10590.15,40066.12326,10683.16,37879.04,10100,38780.29862,10340.31,40467
21-07-2019,40280.30861,10740.27,40571.45216,10817.9,38584.1152,10288,39714.67328,10589.45,38834
20-07-2019,39400.87731,10505.78,41513.1401,11068.99,38816.64,10350,40280.15859,10740.23,47331
19-07-2019,39861.65146,10628.64,40390.72038,10769.71,37960.94874,10121.84,39395.28922,10504.29,56546
18-07-2019,36262.09254,9668.86,40459.3152,10788,34698.7008,9252,39856.10086,10627.16,80283
17-07-2019,35366.90957,9430.17,37342.7328,9957,33978.624,9060,36258.56717,9667.92,84942
16-07-2019,40631.00851,10833.78,41359.4112,11028,35066.2775,9350.01,35402.23834,9439.59,97219
15-07-2019,38157.24467,10174.18,41629.44,11100,36978.944,9860,40649.53549,10838.72,81922
14-07-2019,42588.71731,11355.78,42949.5808,11452,37890.2912,10103,38157.24467,10174.18,72517
13-07-2019,44094.27789,11757.22,44254.64499,11799.98,40616.832,10830,42588.6423,11355.76,54245
12-07-2019,42540.33715,11342.88,44573.504,11885,41528.1792,11073,44094.27789,11757.22,56321
11-07-2019,45410.25574,12108.11,45423.83219,12111.73,41254.4,11000,42540.37466,11342.89,87506
10-07-2019,47061.9319,12548.51,49306.80883,13147.08,43388.3776,11569,45411.23085,12108.37,109246
09-07-2019,45899.64544,12238.6,47985.35539,12794.73,45259.8272,12068,47042.80486,12543.41,78442
08-07-2019,42792.064,11410,46272.54771,12338.03,42079.488,11220,45899.64544,12238.6,52182
07-07-2019,42216.19008,11256.45,43272.1152,11538,41608.32525,11094.37,42777.9625,11406.24,38884
06-07-2019,41188.43046,10982.41,43748.416,11665,41121.2983,10964.51,42216.3401,11256.49,51469
05-07-2019,41800.72077,11145.67,42780.17523,11406.83,40490.96858,10796.44,41144.62579,10970.73,63534
04-07-2019,44779.776,11940,45004.8,12000,41460.672,11055,41800.72077,11145.67,66512
03-07-2019,40673.01299,10844.98,44974.38426,11991.89,40658.23642,10841.04,44779.776,11940,96815
02-07-2019,39847.62496,10624.9,41024.688,10938.75,36480.1408,9727,40665.02464,10842.85,109561
01-07-2019,40707.21664,10854.1,42313.06291,11282.28,37616.512,10030,39847.73747,10624.93,90962
30-06-2019,44641.49875,11903.13,45679.872,12180,40376.91891,10766.03,40707.21664,10854.1,84512
29-06-2019,46531.43782,12407.06,46660.75162,12441.54,43035.91501,11475.02,44641.49875,11903.13,69642
28-06-2019,42491.9945,11329.99,46804.992,12480,41190.19315,10982.88,46507.32275,12400.63,95795
27-06-2019,49124.16435,13098.38,50548.04122,13478.04,39473.33504,10525.1,42491.9945,11329.99,173894
26-06-2019,44334.52851,11821.28,52393.088,13970,44033.4464,11741,49106.98752,13093.8,155930
25-06-2019,41466.63514,11056.59,44442.24,11850,41351.9104,11026,44332.95334,11820.86,61276
24-06-2019,40901.67488,10905.95,41793.06995,11143.63,39832.24832,10620.8,41466.63514,11056.59,43101
23-06-2019,40238.0416,10729,42726.95706,11392.64,39586.14707,10555.18,40902.12493,10906.07,57445
22-06-2019,38103.53894,10159.86,41854.464,11160,37210.41869,9921.72,40239.9168,10729.5,104169
21-06-2019,35696.53222,9518.06,38160.2825,10174.99,35696.53222,9518.06,38103.53894,10159.86,50484
20-06-2019,34705.3015,9253.76,35966.336,9590,34410.67008,9175.2,35693.00685,9517.12,34556
19-06-2019,34061.02029,9081.97,34893.7216,9304,33603.584,8960,34711.7897,9255.49,32147
18-06-2019,34924.21235,9312.13,35015.08454,9336.36,33566.08,8950,34059.44512,9081.55,51554
17-06-2019,33577.3312,8953,35418.7776,9444,33566.08,8950,34931.07558,9313.96,47895
16-06-2019,33043.91181,8810.77,35002.4832,9333,32853.504,8760,33578.56883,8953.33,63289
15-06-2019,32444.26035,8650.88,33247.2585,8864.99,32132.03955,8567.63,33036.14848,8808.7,31791
14-06-2019,30814.93658,8216.44,32570.01126,8684.41,30544.45773,8144.32,32440.96,8650,39835
13-06-2019,30481.90106,8127.64,31165.14893,8309.82,30040.81651,8010.03,30822.81242,8218.54,30467
12-06-2019,29571.52896,7884.9,30753.28,8200,29211.8281,7788.99,30481.90106,8127.64,41597
11-06-2019,29931.9424,7981,30040.704,8010,28848.93939,7692.23,29571.52896,7884.9,30334
10-06-2019,28606.43853,7627.57,30078.208,8020,28169.2544,7511,29938.5056,7982.75,36756
09-06-2019,29610.45811,7895.28,29759.424,7935,28152.97766,7506.66,28608.53875,7628.13,31568
08-06-2019,29924.21658,7978.94,30170.65536,8044.65,29069.3504,7751,29604.23245,7893.62,22657
07-06-2019,29206.50253,7787.57,30378.24,8100,29018.6825,7737.49,29930.17971,7980.53,33942
06-06-2019,29170.91123,7778.08,29508.63475,7868.13,27920.15283,7444.58,29203.23968,7786.7,36624
05-06-2019,28829.47482,7687.04,29615.78368,7896.7,28400.95411,7572.78,29164.9856,7776.5,48679
04-06-2019,30436.97126,8115.66,30436.97126,8115.66,28056.81741,7481.02,28829.43731,7687.03,74143
03-06-2019,32725.9904,8726,33007.08288,8800.95,30306.23232,8080.8,30437.57133,8115.82,45692
02-06-2019,32047.54304,8545.1,33058.95091,8814.78,31968.4096,8524,32725.91539,8725.98,27835
01-06-2019,32084.672,8555,32350.9504,8626,31662.22694,8442.36,32043.68013,8544.07,31868
31-05-2019,31004.93184,8267.1,32230.9376,8594,30410.1184,8108.5,32084.672,8555,44727
30-05-2019,32427.8336,8646.5,34032.1047,9074.26,30021.952,8005,31014.08282,8269.54,70379
29-05-2019,32691.74925,8716.87,32816,8750,31528.11264,8406.6,32424.75827,8645.68,33880
28-05-2019,32825.45101,8752.52,32997.8569,8798.49,31918.26675,8510.63,32687.13626,8715.64,31470
27-05-2019,32300.47002,8612.54,33409.76333,8908.32,32212.1856,8589,32839.70253,8756.32,51886
26-05-2019,30089.4592,8023,32778.496,8740,29378.45837,7833.42,32307.55827,8614.43,49652
25-05-2019,29870.13581,7964.52,30347.48672,8091.8,29659.43834,7908.34,30098.49766,8025.41,28414
24-05-2019,29440.45248,7849.95,30490.752,8130,29125.6064,7766,29871.44845,7964.87,46664
23-05-2019,28607.30112,7627.8,29781.85139,7940.98,27981.7344,7461,29446.3031,7851.51,49648
22-05-2019,29644.96179,7904.48,30063.2064,8016,27996.736,7465,28609.66387,7628.43,49136
21-05-2019,29767.52486,7937.16,30161.91693,8042.32,29144.3584,7771,29646.42445,7904.87,52301
20-05-2019,30558.03418,8147.94,30588.37491,8156.03,28326.7712,7553,29771.23776,7938.15,65859
19-05-2019,27217.85293,7257.32,31034.89754,8275.09,27164.44723,7243.08,30560.05939,8148.48,65577
18-05-2019,27585.24211,7355.28,27970.4832,7458,26840.15014,7156.61,27218.34048,7257.45,37054
17-05-2019,29510.65997,7868.67,29721.92,7925,25926.5152,6913,27585.1671,7355.26,88752
16-05-2019,30637.31763,8169.08,31203.328,8320,28896.832,7705,29502.85914,7866.59,69630
15-05-2019,29797.9031,7945.26,30937.0496,8249,29440.64,7850,30640.28045,8169.87,37884
14-05-2019,29236.69325,7795.62,31375.8464,8366,28501.38982,7599.56,29806.52902,7947.56,76583
13-05-2019,26133.6873,6968.24,30378.24,8100,25765.248,6870,29218.27878,7790.71,85804
12-05-2019,26538.7305,7076.24,28209.68371,7521.78,25315.2,6750,26130.19942,6967.31,86948
11-05-2019,23909.40006,6375.16,27542.9001,7343.99,23900.73664,6372.85,26538.65549,7076.22,74022
10-05-2019,23289.79648,6209.95,24261.03757,6468.92,23147.4688,6172,23902.53683,6373.33,36623
09-05-2019,22452.36966,5986.66,23344.55232,6224.55,22441.30598,5983.71,23286.90867,6209.18,27453
08-05-2019,21926.11354,5846.34,22557.60589,6014.72,21648.05888,5772.2,22454.73242,5987.29,23074
07-05-2019,21564.49997,5749.92,22608.94886,6028.41,21556.3241,5747.74,21926.11354,5846.34,39905
06-05-2019,21651.73427,5773.18,21771.072,5805,21074.02266,5619.14,21556.51162,5747.79,25256
05-05-2019,21864.19443,5829.83,21901.96096,5839.9,21362.2784,5696,21660.88525,5775.62,23822
04-05-2019,21642.13325,5770.62,22127.36,5900,20955.17248,5587.45,21862.76928,5829.45,39682
03-05-2019,20607.73542,5494.81,21917.3376,5844,20543.07853,5477.57,21649.89658,5772.69,46297
02-05-2019,20189.15328,5383.2,20769.7152,5538,20139.648,5370,20600.45965,5492.87,22795
01-05-2019,19959.40378,5321.94,20259.6608,5402,19937.87648,5316.2,20189.15328,5383.2,17217
30-04-2019,19645.12026,5238.14,20027.06099,5339.98,19472.63936,5192.15,19955.16582,5320.81,22238
29-04-2019,19913.91142,5309.81,19997.1328,5332,19422.57152,5178.8,19645.12026,5238.14,19918
28-04-2019,19860.95578,5295.69,20027.136,5340,19725.15379,5259.48,19905.32301,5307.52,14371
27-04-2019,19933.376,5315,20036.512,5342.5,19718.36557,5257.67,19860.95578,5295.69,15422
26-04-2019,19578.85069,5220.47,20664.704,5510,19358.13965,5161.62,19930.00064,5314.1,48912
25-04-2019,20308.416,5415,20596.59674,5491.84,19134.5408,5102,19576.71296,5219.9,49636
24-04-2019,20593.10886,5490.91,20935.48288,5582.2,20002.19584,5333.35,20308.416,5415,48224
23-04-2019,20091.41786,5357.14,21002.24,5600,19998.67046,5332.41,20602.10982,5493.31,41262
22-04-2019,19717.39046,5257.41,20252.16,5400,19533.39584,5208.35,20091.41786,5357.14,29563
21-04-2019,19850.52966,5292.91,19930.93824,5314.35,19370.816,5165,19712.62746,5256.14,25549
20-04-2019,19722.15347,5258.68,20002.45837,5333.42,19614.96704,5230.1,19846.10419,5291.73,19168
19-04-2019,19721.25338,5258.44,19952.128,5320,19408.32,5175,19722.15347,5258.68,24611
18-04-2019,19511.11846,5202.41,19828.3648,5287,19497.57952,5198.8,19721.25338,5258.44,22619
17-04-2019,19403.51949,5173.72,19616.09216,5230.4,19302.55872,5146.8,19512.65613,5202.82,23307
16-04-2019,18845.57248,5024.95,19493.52909,5197.72,18766.77658,5003.94,19403.51949,5173.72,24242
15-04-2019,19244.35251,5131.28,19379.74195,5167.38,18564.48,4950,18845.57248,5024.95,29057
14-04-2019,18929.95648,5047.45,19325.7737,5152.99,18752,5000,19244.42752,5131.3,18281
13-04-2019,18928.2688,5047,19123.2896,5099,18767.0016,5004,18921.59309,5045.22,17292
12-04-2019,18817.14445,5017.37,19054.20723,5080.58,18231.51949,4861.22,18932.0567,5048.01,33276
11-04-2019,19906.59814,5307.86,19999.64557,5332.67,18478.2208,4927,18817.14445,5017.37,54696
10-04-2019,19314.56,5150,20334.6688,5422,19258.304,5135,19908.0608,5308.25,40073
09-04-2019,19646.02035,5238.38,19646.09536,5238.4,19039.58067,5076.68,19314.56,5150,34067
08-04-2019,19390.58061,5170.27,19895.872,5305,18898.2656,5039,19640.46976,5236.9,50178
07-04-2019,18909.77933,5042.07,19629.5936,5234,18849.5104,5026,19390.58061,5170.27,37615
06-04-2019,18770.60198,5004.96,19520.832,5205,18484.18394,4928.59,18916.60506,5043.89,41770
05-04-2019,18371.85946,4898.64,18857.83629,5028.22,18304.27725,4880.62,18770.56448,5004.95,39768
04-04-2019,18499.18554,4932.59,18898.56563,5039.08,17915.6608,4777,18371.93446,4898.66,61054
03-04-2019,18216.40538,4857.19,19783.3975,5275.01,17827.5264,4753.5,18499.22304,4932.6,109890
02-04-2019,15543.68282,4144.54,18369.4217,4897.99,15528.68122,4140.54,18216.78042,4857.29,105383
01-04-2019,15385.79098,4102.44,15596.78848,4158.7,15252.8768,4067,15543.75782,4144.56,25507
31-03-2019,15402.8553,4106.99,15437.09645,4116.12,15311.27053,4082.57,15391.45408,4103.95,13525
30-03-2019,15392.5417,4104.24,15526.656,4140,15196.6208,4052,15402.78029,4106.97,19509
29-03-2019,15107.43629,4028.22,15465.56198,4123.71,15091.72211,4024.03,15388.8288,4103.25,30084
28-03-2019,15150.04083,4039.58,15150.49088,4039.7,15009.1008,4002,15105.89862,4027.81,20089
27-03-2019,14809.46701,3948.77,15181.6192,4048,14762.13696,3936.15,15144.30272,4038.05,32364
26-03-2019,14759.58669,3935.47,14847.75859,3958.98,14604.0576,3894,14808.64192,3948.55,29349
25-03-2019,14969.15904,3991.35,14998.97472,3999.3,14584.21798,3888.71,14762.02445,3936.12,33192
24-03-2019,15024.1399,4006.01,15024.17741,4006.02,14814.08,3950,14972.27187,3992.18,17179
23-03-2019,14956.18266,3987.89,15072.22003,4018.83,14919.1287,3978.01,15024.1399,4006.01,17302
22-03-2019,14929.77984,3980.85,15031.6032,4008,14882.5248,3968.25,14952.58227,3986.93,20022
21-03-2019,15163.01722,4043.04,15261.57773,4069.32,14551.5895,3880.01,14928.99226,3980.64,35997
20-03-2019,15067.15699,4017.48,15189.12,4050,14928.4672,3980.5,15163.01722,4043.04,23432
19-03-2019,14955.95763,3987.83,15117.8624,4031,14889.088,3970,15059.84371,4015.53,19893
18-03-2019,14933.53024,3981.85,15140.3648,4037,14826.56883,3953.33,14955.88262,3987.81,22454
17-03-2019,15024.02739,4005.98,15046.6048,4012,14814.1175,3950.01,14930.86746,3981.14,18814
16-03-2019,14718.29478,3924.46,15215.29779,4056.98,14708.99379,3921.98,15024.02739,4005.98,28568
15-03-2019,14540.75085,3877.12,14773.65069,3939.22,14522.29888,3872.2,14715.6695,3923.76,21740
14-03-2019,14499.0464,3866,14701.568,3920,14290.63667,3810.43,14540.75085,3877.12,27048
13-03-2019,14561.64058,3882.69,14602.40742,3893.56,14401.536,3840,14499.0464,3866,24461
12-03-2019,14520.08614,3871.61,14646.06208,3905.2,14349.25542,3826.06,14561.79059,3882.73,26921
11-03-2019,14686.5289,3915.99,14765.24979,3936.98,14364.032,3830,14520.08614,3871.61,38066
10-03-2019,14789.43987,3943.43,14789.43987,3943.43,14557.89018,3881.69,14689.64173,3916.82,23187
09-03-2019,14494.84595,3864.88,14895.6512,3971.75,14456.8544,3854.75,14787.97722,3943.04,30979
08-03-2019,14527.66195,3873.63,14746.5728,3932,14251.52,3800,14494.88346,3864.89,34730
07-03-2019,14483.44474,3861.84,14646.81216,3905.4,14403.03616,3840.4,14527.69946,3873.64,26455
06-03-2019,14467.46803,3857.58,14652.8128,3907,14300.61274,3813.09,14483.44474,3861.84,24775
05-03-2019,13936.86144,3716.1,14540.67584,3877.1,13889.79392,3703.55,14468.03059,3857.73,32962
04-03-2019,14278.97293,3807.32,14364.032,3830,13766.55578,3670.69,13933.86112,3715.3,34742
03-03-2019,14326.41549,3819.97,14382.784,3835,14181.46253,3781.32,14280.5856,3807.75,16718
02-03-2019,14334.66637,3822.17,14406.44902,3841.31,14147.4464,3772.25,14326.26547,3819.93,19445
01-03-2019,14305.0007,3814.26,14465.2928,3857,14300.3127,3813.01,14337.7792,3823,23174
28-02-2019,14319.17722,3818.04,14581.5552,3888,14116.01805,3763.87,14302.86298,3813.69,32561
27-02-2019,14286.43622,3809.31,14397.22304,3838.85,13790.85837,3677.17,14319.28973,3818.07,31500
26-02-2019,14358.18138,3828.44,14407.1991,3841.51,14165.2608,3777,14286.13619,3809.23,28838
25-02-2019,14039.84742,3743.56,14524.02406,3872.66,14026.496,3740,14356.23117,3827.92,38102
24-02-2019,15444.1472,4118,15744.1792,4198,13923.96006,3712.66,14039.84742,3743.56,62224
23-02-2019,14859.0848,3962,15609.23981,4162.02,14750.88576,3933.15,15443.2471,4117.76,33657
22-02-2019,14766.48742,3937.31,14956.5952,3988,14726.50816,3926.65,14859.0848,3962,23943
21-02-2019,14888.1129,3969.74,15063.40659,4016.48,14630.42291,3901.03,14766.48742,3937.31,31103
20-02-2019,14654.12544,3907.35,14952.76979,3986.98,14516.52326,3870.66,14888.1129,3969.74,36205
19-02-2019,14616.62144,3897.35,14981.04781,3994.52,14461.5424,3856,14655.77562,3907.79,50207
18-02-2019,13755.04205,3667.62,14720.32,3925,13707.712,3655,14621.30944,3898.6,64042
17-02-2019,13566.02189,3617.22,13876.89254,3700.11,13517.94176,3604.4,13754.89203,3667.58,25690
16-02-2019,13510.7785,3602.49,13682.20928,3648.2,13493.60166,3597.91,13570.48486,3618.41,19565
15-02-2019,13466.07373,3590.57,13701.07379,3653.23,13401.86688,3573.45,13510.70349,3602.47,20777
14-02-2019,13532.71834,3608.34,13600.45056,3626.4,13381.83974,3568.11,13466.03622,3590.56,21753
13-02-2019,13619.6151,3631.51,13763.968,3670,13470.4992,3591.75,13536.69376,3609.4,25773
12-02-2019,13617.88992,3631.05,13754.96704,3667.6,13435.20794,3582.34,13619.42758,3631.46,29479
11-02-2019,13800.5344,3679.75,13819.84896,3684.9,13559.68371,3615.53,13617.88992,3631.05,24954
10-02-2019,13745.89107,3665.18,13820.1865,3684.99,13538.0439,3609.76,13801.69702,3680.06,23250
09-02-2019,13727.47661,3660.27,13801.54701,3680.02,13595.68755,3625.13,13745.89107,3665.18,24759
08-02-2019,12745.35936,3398.4,14002.41843,3733.58,12650.47424,3373.1,13722.86362,3659.04,47968
07-02-2019,12777.6128,3407,12850.55808,3426.45,12713.856,3390,12745.35936,3398.4,18665
06-02-2019,13019.77613,3471.57,13061.59309,3482.72,12676.352,3380,12771.49965,3405.37,35310
05-02-2019,12988.46029,3463.22,13047.52909,3478.97,12932.99187,3448.43,13019.85114,3471.59,25264
04-02-2019,12969.29574,3458.11,13069.69395,3484.88,12876.28582,3433.31,12988.46029,3463.22,23131
03-02-2019,13141.62662,3504.06,13167.99194,3511.09,12848.8704,3426,12969.29574,3458.11,19867
02-02-2019,12984.63488,3462.2,13225.41056,3526.4,12902.46362,3440.29,13144.28941,3504.77,17920
01-02-2019,12879.24864,3434.1,13081.3952,3488,12755.86048,3401.2,12984.14733,3462.07,25260
31-01-2019,12967.008,3457.5,13085.89568,3489.2,12821.86752,3418.8,12879.24864,3434.1,29607
30-01-2019,12789.01402,3410.04,13043.8912,3478,12702.97984,3387.1,12969.55827,3458.18,23968
29-01-2019,12878.8736,3434,12914.31488,3443.45,12563.53997,3349.92,12792.76442,3411.04,29544
28-01-2019,13314.10752,3550.05,13342.9856,3557.75,12677.36461,3380.27,12879.43616,3434.15,40405
27-01-2019,13372.50125,3565.62,13422.6816,3579,13073.8944,3486,13317.07034,3550.84,22735
26-01-2019,13376.51418,3566.69,13737.49018,3662.94,13295.168,3545,13371.1136,3565.25,19476
25-01-2019,13385.44013,3569.07,13453.24736,3587.15,13210.8215,3522.51,13371.26362,3565.29,17608
24-01-2019,13325.05869,3552.97,13460.1856,3589,13235.98669,3529.22,13387.50285,3569.62,20826
23-01-2019,13390.46566,3570.41,13531.36819,3607.98,13180.7808,3514.5,13324.49613,3552.82,24938
22-01-2019,13227.21075,3526.88,13533.3184,3608.5,12882.06144,3434.85,13392.41587,3570.93,29336
21-01-2019,13273.6407,3539.26,13349.5863,3559.51,13034.5152,3475.5,13227.28576,3526.9,19644
20-01-2019,13748.0288,3665.75,13852.96499,3693.73,13032.64,3475,13273.71571,3539.28,27901
19-01-2019,13482.20045,3594.87,13951.488,3720,13479.80019,3594.23,13746.34112,3665.3,22171
18-01-2019,13551.39533,3613.32,13576.448,3620,13372.9888,3565.75,13482.20045,3594.87,22713
17-01-2019,13470.83674,3591.84,13631.57888,3634.7,13240.37466,3530.39,13562.23398,3616.21,29755
