Date,open_SAR,open_USD,high_SAR,high_USD,low_SAR,low_USD,close_SAR,close_USD,volume
16-01-2019,13325.39622,3553.06,13670.208,3645,13289.5799,3543.51,13470.83674,3591.84,27480
15-01-2019,13599.25043,3626.08,13683.03437,3648.42,13188.73165,3516.62,13325.39622,3553.06,34137
14-01-2019,13042.24102,3477.56,13770.98125,3671.87,13002.71181,3467.02,13599.28794,3626.09,35235
13-01-2019,13441.80864,3584.1,13543.06944,3611.1,12906.25152,3441.3,13039.42822,3476.81,26385
12-01-2019,13506.35302,3601.31,13569.65978,3618.19,13238.912,3530,13438.17075,3583.13,21999
11-01-2019,13448.48435,3585.88,13718.9632,3658,12995.136,3465,13506.35302,3601.31,38338
10-01-2019,14874.31142,3966.06,14986.6359,3996.01,13276.416,3540,13448.48435,3585.88,59402
09-01-2019,14834.51968,3955.45,15027.14022,4006.81,14739.22202,3930.04,14876.52416,3966.65,28989
08-01-2019,14914.4407,3976.76,15263.37792,4069.8,14637.8112,3903,14833.31955,3955.13,38901
07-01-2019,14955.17005,3987.62,15068.73216,4017.9,14707.30611,3921.53,14909.52768,3975.45,31869
06-01-2019,14143.20845,3771.12,15105.52358,4027.71,14026.496,3740,14955.09504,3987.6,36553
05-01-2019,14214.35354,3790.09,14405.2489,3840.99,14067.7504,3751,14142.60838,3770.96,30490
04-01-2019,14128.50688,3767.2,14340.17946,3823.64,13889.86893,3703.57,14221.5543,3792.01,29519
03-01-2019,14467.43053,3857.57,14486.8201,3862.74,13988.992,3730,14126.93171,3766.78,29406
02-01-2019,14238.20608,3796.45,14559.57786,3882.14,14065.68768,3750.45,14471.14342,3858.56,35156
01-01-2019,13881.09299,3701.23,14289.62406,3810.16,13658.9568,3642,14240.79386,3797.14,23741
31-12-2018,14263.22125,3803.12,14289.024,3810,13615.18963,3630.33,13887.35616,3702.9,29991
30-12-2018,13864.14118,3696.71,14639.6864,3903.5,13718.58816,3657.9,14258.68326,3801.91,33222
29-12-2018,14397.7856,3839,14596.5568,3892,13763.968,3670,13858.92813,3695.32,38874
28-12-2018,13381.01466,3567.89,14578.7424,3887.25,13276.56602,3540.04,14398.7607,3839.26,45964
27-12-2018,14168.0361,3777.74,14303.95059,3813.98,13257.664,3535,13381.08966,3567.91,44097
26-12-2018,14047.34822,3745.56,14390.84736,3837.15,13714.2377,3656.74,14168.0361,3777.74,42629
25-12-2018,15039.51654,4010.11,15076.608,4020,13675.49606,3646.41,14048.21082,3745.79,62725
24-12-2018,14737.98438,3929.71,15744.1792,4198,14719.68243,3924.83,15031.6407,4008.01,64647
23-12-2018,14809.99206,3948.91,15082.34611,4021.53,14514.048,3870,14737.98438,3929.71,40117
22-12-2018,14402.4736,3840.25,14922.8416,3979,14195.264,3785,14809.99206,3948.91,42822
21-12-2018,15196.09574,4051.86,15526.6185,4139.99,14116.5056,3764,14396.51046,3838.66,82343
20-12-2018,13726.5015,3660.01,15451.648,4120,13632.704,3635,15187.69485,4049.62,101543
19-12-2018,13700.2112,3653,14674.30259,3912.73,13586.01152,3622.55,13734.78989,3662.22,94137
18-12-2018,13160.26611,3509.03,13796.18394,3678.59,12843.13229,3424.47,13700.13619,3652.98,61369
17-12-2018,12110.86669,3229.22,13445.184,3585,12061.2864,3216,13160.45363,3509.08,66761
16-12-2018,12045.19718,3211.71,12353.8176,3294,11948.7744,3186,12108.80397,3228.67,24628
15-12-2018,12095.75258,3225.19,12288.1856,3276.5,11837.2375,3156.26,12045.23469,3211.72,29796
14-12-2018,12384.04582,3302.06,12509.04666,3335.39,11915.0208,3177,12091.92717,3224.17,44492
13-12-2018,12925.30355,3446.38,12976.384,3460,12209.4272,3255.5,12384.04582,3302.06,40040
12-12-2018,12673.46419,3379.23,13096.3968,3492,12563.84,3350,12920.128,3445,33922
11-12-2018,12878.9111,3434.01,13051.392,3480,12467.52973,3324.32,12677.81466,3380.39,35920
10-12-2018,13308.2569,3548.49,13538.944,3610,12639.26054,3370.11,12874.67315,3432.88,40989
09-12-2018,12793.96454,3411.36,13718.9632,3658,12729.00762,3394.04,13296.55565,3545.37,45956
08-12-2018,12764.74893,3403.57,13107.648,3495,12083.7888,3222,12792.35187,3410.93,55365
07-12-2018,13159.216,3508.75,13313.8825,3549.99,12093.53984,3224.6,12764.67392,3403.55,95145
06-12-2018,14133.15738,3768.44,14626.5225,3899.99,13126.4,3500,13159.216,3508.75,68378
05-12-2018,14817.75539,3950.98,14889.088,3970,14045.248,3745,14138.40794,3769.84,44004
04-12-2018,14569.4039,3884.76,15320.384,4085,14180.2624,3781,14820.23066,3951.64,48489
03-12-2018,15603.72672,4160.55,15672.9216,4179,14352.7808,3827,14566.5911,3884.01,49094
02-12-2018,15717.85139,4190.98,16175.4377,4312.99,15388.04122,4103.04,15605.4519,4161.01,38912
01-12-2018,15156.37901,4041.27,16126.6825,4299.99,14862.8727,3963.01,15714.25101,4190.02,44840
30-11-2018,16110.66829,4295.72,16281.83654,4341.36,14787.8272,3943,15156.56653,4041.32,67758
29-11-2018,15984.42982,4262.06,16690.70515,4450.38,15472.83776,4125.65,16111.11834,4295.84,73980
28-11-2018,14535.16275,3875.63,16481.02029,4394.47,14530.06221,3874.27,15994.89344,4264.85,91983
27-11-2018,14493.23328,3864.45,14776.576,3940,13835.67565,3689.12,14533.58758,3875.21,67480
26-11-2018,15334.22298,4088.69,15774.1824,4206,13880.2304,3701,14484.79488,3862.2,94503
25-11-2018,14752.87347,3933.68,15875.4432,4233,13698.93606,3652.66,15323.30931,4085.78,101693
24-11-2018,16560.37875,4415.63,16978.0608,4527,14344.11738,3824.69,14748.22298,3932.44,61693
23-11-2018,16392.62336,4370.9,16816.7936,4484,15837.71418,4222.94,16579.05574,4420.61,49371
22-11-2018,17480.91443,4661.08,17708.52621,4721.77,16257.984,4335,16389.248,4370,34531
21-11-2018,17101.48646,4559.91,17953.91488,4787.2,16553.70304,4413.85,17480.87693,4661.07,61071
20-11-2018,18427.21536,4913.4,18932.9193,5048.24,16224.2304,4326,17097.54854,4558.86,117380
19-11-2018,21234.53978,5661.94,21242.2656,5664,18208.192,4855,18414.57651,4910.03,70580
18-11-2018,21116.5897,5630.49,21520.43277,5738.17,21065.9968,5617,21234.7648,5662,23844
17-11-2018,21191.89773,5650.57,21214.51264,5656.6,20872.58867,5565.43,21108.33882,5628.29,26411
16-11-2018,21591.39034,5757.09,21688.15066,5782.89,20811.9072,5549.25,21212.03738,5655.94,38721
15-11-2018,22191.86688,5917.2,22275.65082,5939.54,20264.98637,5403.42,21577.55136,5753.4,47700
14-11-2018,24223.75859,6458.98,24313.24314,6482.84,21215.52525,5656.87,22211.40646,5922.41,46478
13-11-2018,24196.38067,6451.68,24370.0992,6498,23969.36896,6391.15,24218.80806,6457.66,11790
12-11-2018,24192.74278,6450.71,24366.3488,6497,24081.3184,6421,24201.59373,6453.07,10132
11-11-2018,24134.42406,6435.16,24235.60986,6462.14,23833.792,6355,24189.36742,6449.81,8213
10-11-2018,24077.5305,6419.99,24285.90272,6475.55,24043.8144,6411,24126.51072,6433.05,7714
09-11-2018,24301.99194,6479.84,24420.84211,6511.53,23968.8439,6391.01,24077.5305,6419.99,11787
08-11-2018,24671.85638,6578.46,24730.1376,6594,24258.41229,6468.22,24301.99194,6479.84,13259
07-11-2018,24462.84659,6522.73,24809.45856,6615.15,24411.3536,6509,24671.85638,6578.46,14271
06-11-2018,24261.3001,6468.99,24495.02502,6531.31,24172.00307,6445.18,24449.27014,6519.11,11926
05-11-2018,24324.53184,6485.85,24394.06426,6504.39,24118.89741,6431.02,24261.3001,6468.99,8987
04-11-2018,23957.5552,6388,24471.36,6525,23848.7936,6359,24324.53184,6485.85,10592
03-11-2018,24125.57312,6432.8,24152.46349,6439.97,23796.288,6345,23954.14234,6387.09,7661
02-11-2018,24040.064,6410,24228.85914,6460.34,23958.30528,6388.2,24129.99859,6433.98,9739
01-11-2018,23888.24781,6369.52,24162.51456,6442.65,23810.01446,6348.66,24040.064,6410,9099
31-10-2018,23740.0695,6330.01,24107.5712,6428,23421.32301,6245.02,23897.28627,6371.93,12148
30-10-2018,23794.4128,6344.5,23983.808,6395,23691.3143,6317.01,23743.29485,6330.87,8877
29-10-2018,24339.83347,6489.93,24396.3895,6505.01,23683.776,6315,23794.4128,6344.5,13827
28-10-2018,24398.60224,6505.6,24430.74317,6514.17,24201.3312,6453,24339.83347,6489.93,5743
27-10-2018,24522.47795,6538.63,24596.43584,6558.35,24238.98522,6463.04,24398.60224,6505.6,7776
26-10-2018,24483.09875,6528.13,24752.64,6600,24433.8935,6515.01,24522.47795,6538.63,9443
25-10-2018,24628.16422,6566.81,24659.21754,6575.09,24388.10112,6502.8,24482.94874,6528.09,10342
24-10-2018,24578.2839,6553.51,24865.152,6630,24555.85651,6547.53,24623.2512,6565.5,11951
23-10-2018,24682.13248,6581.2,24733.888,6595,24435.54368,6515.45,24578.2839,6553.51,13856
22-10-2018,24715.58605,6590.12,24898.9056,6639,24509.87661,6535.27,24682.13248,6581.2,16213
21-10-2018,24699.08429,6585.72,24992.29056,6663.9,24677.632,6580,24715.54854,6590.11,6515
20-10-2018,24485.91155,6528.88,24818.83456,6617.65,24398.41472,6505.55,24709.13536,6588.4,19240
19-10-2018,24823.74758,6618.96,24933.18426,6648.14,24463.8592,6523,24485.91155,6528.88,20772
18-10-2018,25273.9831,6739.01,25487.7184,6796,24628.8768,6567,24823.74758,6618.96,20116
17-10-2018,25363.0551,6762.76,25544.42445,6811.12,25037.7079,6676.01,25281.03386,6740.89,26641
16-10-2018,25324.576,6752.5,25877.76,6900,25015.168,6670,25349.96621,6759.27,27557
15-10-2018,23775.06074,6339.34,28803.072,7680,23627.52,6300,25324.576,6752.5,90748
14-10-2018,23750.98317,6332.92,24062.5664,6416,23657.5232,6308,23775.06074,6339.34,15627
13-10-2018,23620.0192,6298,23796.288,6345,23571.52653,6285.07,23751.02067,6332.93,19098
12-10-2018,23450.16358,6252.71,23852.544,6360,23286.2336,6209,23620.0567,6298.01,29004
11-10-2018,24865.93958,6630.21,24879.85357,6633.92,23271.232,6205,23450.05107,6252.68,48712
10-10-2018,24965.17517,6656.67,24977.47648,6659.95,24490.112,6530,24868.9024,6631,15390
09-10-2018,25026.4567,6673.01,25072.84915,6685.38,24778.8928,6607,24964.95014,6656.61,15354
08-10-2018,24809.8711,6615.26,25186.18624,6715.6,24703.8848,6587,25026.4567,6673.01,23123
07-10-2018,24739.28858,6596.44,24902.656,6640,24471.36,6525,24809.8711,6615.26,17406
06-10-2018,24886.34176,6635.65,24943.9104,6651,24628.01421,6566.77,24731.15021,6594.27,10939
05-10-2018,24721.47418,6591.69,25116.4288,6697,24539.16723,6543.08,24886.34176,6635.65,16096
04-10-2018,24415.1415,6510.01,24915.63238,6643.46,24396.68954,6505.09,24729.35002,6593.79,20074
03-10-2018,24474.32282,6525.79,24561.3696,6549,24115.072,6430,24415.104,6510,28451
02-10-2018,24790.144,6610,24902.656,6640,24355.0976,6494,24474.32282,6525.79,28245
01-10-2018,24852.28813,6626.57,25004.25434,6667.09,24415.104,6510,24796.18214,6611.61,20621
30-09-2018,24743.86406,6597.66,24985.1648,6662,24501.3632,6533,24852.28813,6626.57,27764
29-09-2018,24882.32883,6634.58,24887.6544,6636,24244.72333,6464.57,24739.06355,6596.38,30255
28-09-2018,25086.87565,6689.12,25558.22592,6814.8,24530.91635,6540.88,24882.32883,6634.58,42399
27-09-2018,24256.98714,6467.84,25315.2,6750,24130.0736,6434,25086.91315,6689.13,33087
26-09-2018,24171.74054,6445.11,24595.0857,6557.99,23926.42688,6379.7,24246.78605,6465.12,33484
25-09-2018,24682.95757,6581.42,24692.6711,6584.01,23721.35501,6325.02,24180.85402,6447.54,40301
24-09-2018,25153.22022,6706.81,25240.192,6730,24591.3728,6557,24682.84506,6581.39,35305
23-09-2018,25214.12672,6723.05,25458.57779,6788.23,24984.2272,6661.75,25157.6832,6708,30286
22-09-2018,25348.9911,6759.01,25649.09811,6839.03,24853.9008,6627,25214.12672,6723.05,29349
21-09-2018,24347.5968,6492,25445.93894,6784.86,24343.8464,6491,25349.02861,6759.02,51779
20-09-2018,23972.5568,6392,24527.616,6540,23721.28,6325,24347.5968,6492,25189
19-09-2018,23763.99706,6336.39,24443.98208,6517.7,22963.6992,6123,23972.14426,6391.89,39044
18-09-2018,23435.08698,6248.69,23965.056,6390,23346.16499,6224.98,23764.22208,6336.45,32620
17-09-2018,24377.90003,6500.08,24504.51354,6533.84,23256.2304,6201,23435.08698,6248.69,35987
16-09-2018,24433.70598,6514.96,24469.93485,6524.62,23890.048,6370,24396.352,6505,27568
15-09-2018,24289.95315,6476.63,24623.06368,6565.45,24250.57395,6466.13,24433.70598,6514.96,25243
14-09-2018,24330.30746,6487.39,24696.3465,6584.99,23948.62925,6385.62,24289.95315,6476.63,37173
13-09-2018,23772.36045,6338.62,24508.864,6535,23767.78496,6337.4,24330.26995,6487.38,40465
12-09-2018,23601.2672,6293,23852.544,6360,23223.86445,6192.37,23772.36045,6338.62,31433
11-09-2018,23672.4873,6311.99,24017.5616,6404,23138.76787,6169.68,23608.43046,6294.91,33104
10-09-2018,23448.4759,6252.26,23904.97459,6373.98,23331.2384,6221,23672.5248,6312,32439
09-09-2018,23196.44902,6185.06,24156.3264,6441,23033.19411,6141.53,23443.03782,6250.81,37053
08-09-2018,23985.83322,6395.54,24295.0912,6478,22918.6944,6111,23196.41152,6185.05,38215
07-09-2018,24440.75674,6516.84,24542.6176,6544,23702.528,6320,23985.83322,6395.54,38906
06-09-2018,25117.44141,6697.27,25221.44,6725,23496.256,6265,24437.6439,6516.01,60644
05-09-2018,27599.38112,7359.05,27742.83392,7397.3,25060.1728,6682,25127.68,6700,63715
04-09-2018,27239.1552,7263,27790.464,7410,27104.77837,7227.17,27599.41862,7359.06,35300
03-09-2018,27385.4208,7302,27521.48531,7338.28,26971.48915,7191.63,27239.23021,7263.02,32396
02-09-2018,27008.76813,7201.57,27548.37568,7345.45,26729.1008,7127,27385.4583,7302.01,39814
01-09-2018,26294.84198,7011.21,27284.16,7275,26285.5785,7008.74,27002.9175,7200.01,40323
31-08-2018,26195.94394,6984.84,26586.5856,7089,25832.7552,6888,26294.84198,7011.21,40467
30-08-2018,26377.35078,7033.21,26491.43795,7063.63,25445.75142,6784.81,26195.94394,6984.84,44716
29-08-2018,26541.5808,7077,26754.64102,7133.81,25924.03994,6912.34,26369.88749,7031.22,43252
28-08-2018,25904.9879,6907.26,26759.104,7135,25727.744,6860,26538.24294,7076.11,48352
27-08-2018,25127.68,6700,26029.6887,6940.51,24927.0336,6646.5,25910.16346,6908.64,37747
26-08-2018,25253.84346,6733.64,25409.97261,6775.27,24632.6272,6568,25127.68,6700,20107
25-08-2018,25078.84979,6686.98,25461.4656,6789,24942.44774,6650.61,25253.84346,6733.64,19220
24-08-2018,24471.36,6525,25221.44,6725,24154.4512,6440.5,25058.82266,6681.64,38305
23-08-2018,23862.18253,6362.57,24666.3433,6576.99,23786.08691,6342.28,24471.3975,6525.01,40358
22-08-2018,24302.51699,6479.98,25812.27802,6882.54,23444.50048,6251.2,23855.88186,6360.89,77909
21-08-2018,23443.7504,6251,24377.6,6500,23384.04403,6235.08,24302.592,6480,41569
20-08-2018,24293.32851,6477.53,24490.112,6530,23327.488,6220,23458.15194,6254.84,49435
19-08-2018,23957.40518,6387.96,24531.3664,6541,23627.52,6300,24293.32851,6477.53,45190
18-08-2018,24674.03162,6579.04,24827.648,6620,23582.5152,6288,23957.40518,6387.96,53742
17-08-2018,23687.5264,6316,24696.384,6585,23572.76416,6285.4,24694.4713,6584.49,57851
16-08-2018,23497.26861,6265.27,24302.592,6480,23273.48224,6205.6,23671.5872,6311.75,48515
15-08-2018,23207.77523,6188.08,24786.3936,6609,23147.88134,6172.11,23504.35686,6267.16,68806
14-08-2018,23433.4368,6248.25,23441.23763,6250.33,22052.352,5880,23207.77523,6188.08,50186
13-08-2018,23659.62342,6308.56,24546.368,6545,23046.35802,6145.04,23426.31104,6246.35,53895
12-08-2018,23337.05152,6222.55,24273.71392,6472.3,22989.952,6130,23658.76083,6308.33,38567
11-08-2018,23057.94675,6148.13,24332.5952,6488,22393.6384,5971,23373.80544,6232.35,47133
10-08-2018,24489.32442,6529.79,24662.18035,6575.88,22601.37306,6026.39,23042.4951,6144.01,59034
09-08-2018,23564.77581,6283.27,24838.18662,6622.81,23172.22144,6178.6,24489.32442,6529.79,51941
08-08-2018,25205.05075,6720.63,25208.46362,6721.54,22963.6992,6123,23571.264,6285,59550
07-08-2018,26009.024,6935,26817.08518,7150.46,25015.168,6670,25202.91302,6720.06,45438
06-08-2018,26343.52218,7024.19,26852.864,7160,25581.4784,6821,26008.34893,6934.82,32760
05-08-2018,26289.70394,7009.84,26589.84845,7089.87,25811.34042,6882.29,26343.52218,7024.19,32894
04-08-2018,27798.97741,7412.27,28108.53542,7494.81,25975.2704,6926,26289.70394,7009.84,36288
03-08-2018,28224.42278,7525.71,28278.016,7540,27312.06298,7282.44,27823.39251,7418.78,44669
02-08-2018,28503.34003,7600.08,28913.55878,7709.46,27961.93229,7455.72,28224.42278,7525.71,37665
01-08-2018,29011.85677,7735.67,29065.6,7750,27865.472,7430,28520.21683,7604.58,42582
31-07-2018,30646.01856,8171.4,30678.272,8180,28626.8032,7633,28994.07987,7730.93,48296
30-07-2018,30794.4969,8210.99,31027.0592,8273,29500.6464,7866,30655.46957,8173.92,39692
29-07-2018,30847.19002,8225.04,31107.7303,8294.51,30434.496,8115,30794.5344,8211,25531
28-07-2018,30710.41293,8188.57,30927.82362,8246.54,30254.4768,8067,30847.19002,8225.04,26215
27-07-2018,29703.168,7920,31072.064,8285,29271.872,7805,30710.41293,8188.57,43671
26-07-2018,30661.88275,8175.63,31187.16378,8315.69,29440.86502,7850.06,29703.168,7920,43223
25-07-2018,31493.0089,8397.24,31847.53421,8491.77,30190.72,8050,30661.92026,8175.64,48257
24-07-2018,28959.27616,7721.65,31825.8944,8486,28863.0784,7696,31493.0089,8397.24,60121
23-07-2018,27733.38291,7394.78,29376.8832,7833,27659.2,7375,28956.8759,7721.01,41646
22-07-2018,27750.1472,7399.25,28437.03296,7582.4,27511.0592,7335.5,27733.42042,7394.79,30270
21-07-2018,27518.44749,7337.47,27972.24589,7458.47,27044.1344,7211,27748.38451,7398.78,28886
20-07-2018,28011.21254,7468.86,28878.08,7700,27276.6592,7273,27518.67251,7337.53,46140
19-07-2018,27685.00275,7381.88,28414.08051,7576.28,27265.408,7270,28001.27398,7466.21,41218
18-07-2018,27443.32698,7317.44,28458.33523,7588.08,27098.06515,7225.38,27685.07776,7381.9,59487
17-07-2018,25215.17683,6723.33,28011.7001,7468.99,24947.81082,6652.04,27443.32698,7317.44,52105
16-07-2018,23830.60416,6354.15,25305.07392,6747.3,23741.53216,6330.4,25215.25184,6723.35,36204
15-07-2018,23443.37536,6250.9,23983.808,6395,23347.74016,6225.4,23826.3287,6353.01,22979
14-07-2018,23307.12333,6214.57,23758.784,6335,23169.9712,6178,23447.4633,6251.99,17783
13-07-2018,23445.25056,6251.4,23815.04,6350,22914.944,6110,23307.12333,6214.57,26375
12-07-2018,23920.31373,6378.07,23928.60211,6380.28,22764.928,6070,23442.13773,6250.57,31306
11-07-2018,23615.93126,6296.91,24025.0624,6406,23548.7241,6278.99,23920.31373,6378.07,28715
10-07-2018,24988.09011,6662.78,25056.4224,6681,23488.7552,6263,23615.93126,6296.91,38560
09-07-2018,25173.05984,6712.1,25510.44582,6802.06,24798.5449,6612.24,24985.61485,6662.12,26732
08-07-2018,25328.25139,6753.48,25427.712,6780,25005.56698,6667.44,25173.05984,6712.1,24622
07-07-2018,24789.35642,6609.79,25570.82726,6818.16,24410.90355,6508.88,25341.37779,6756.98,23973
06-07-2018,24487.11168,6529.2,24934.68442,6648.54,24096.32,6425,24789.31891,6609.78,29397
05-07-2018,24698.37171,6585.53,25172.6848,6712,24202.56883,6453.33,24487.11168,6529.2,35071
04-07-2018,24418.8919,6511.01,25446.16397,6784.92,24156.73894,6441.11,24703.80979,6586.98,23571
03-07-2018,24809.98362,6615.29,25050.23424,6679.35,24238.8727,6463.01,24429.58054,6513.86,38657
02-07-2018,23855.61933,6360.82,25071.424,6685,23521.08365,6271.62,24809.98362,6615.29,36230
01-07-2018,23969.10643,6391.08,24156.55142,6441.06,23443.7504,6251,23840.58022,6356.81,27562
30-06-2018,23244.67917,6197.92,24486.3241,6528.99,23200.08691,6186.03,23965.31853,6390.07,37919
29-06-2018,21943.6279,5851.01,23627.52,6300,21677.312,5780,23244.67917,6197.92,33911
28-06-2018,23007.69139,6134.73,23151.2567,6173.01,21853.5808,5827,21954.76659,5853.98,30585
27-06-2018,22749.51386,6065.89,23216.58867,6190.43,22393.6384,5971,23003.94099,6133.73,19225
26-06-2018,23447.5008,6252,23524.53402,6272.54,22633.664,6035,22767.85331,6070.78,19377
25-06-2018,23019.76768,6137.95,23815.04,6350,22734.81229,6061.97,23447.5008,6252,39164
24-06-2018,23064.88499,6149.98,23476.75392,6259.8,21564.8,5750,23016.09229,6136.97,47445
23-06-2018,22674.61837,6045.92,23477.504,6260,22534.20339,6008.48,23064.88499,6149.98,26622
22-06-2018,25194.02458,6717.69,25255.08109,6733.97,22198.39258,5918.94,22671.168,6045,52157
21-06-2018,25364.74278,6763.21,25483.968,6795,25024.80653,6672.57,25198.33754,6718.84,25428
20-06-2018,25277.696,6740,25567.33939,6817.23,24571.90822,6551.81,25358.3671,6761.51,26359
19-06-2018,25170.39706,6711.39,25659.2617,6841.74,24951.4112,6653,25282.23398,6741.21,24311
18-06-2018,24167.80262,6444.06,25481.64275,6794.38,23927.552,6380,25174.40998,6712.46,31821
17-06-2018,24311.968,6482.5,24711.49811,6589.03,24085.0688,6422,24188.61734,6449.61,19847
16-06-2018,23927.5895,6380.01,24602.624,6560,23705.75334,6320.86,24317.51859,6483.98,22277
15-06-2018,24897.66797,6638.67,25002.64166,6666.66,23861.20742,6362.31,23960.93056,6388.9,30018
14-06-2018,23600.44211,6292.78,25202.688,6720,23477.504,6260,24887.57939,6635.98,44478
13-06-2018,24490.112,6530,24856.15104,6627.6,22947.49747,6118.68,23600.44211,6292.78,46185
12-06-2018,25772.7488,6872,25842.1687,6890.51,24133.824,6435,24490.112,6530,36722
11-06-2018,25371.456,6765,25960.2688,6922,24790.144,6610,25772.7488,6872,34552
10-06-2018,28096.98419,7491.73,28096.98419,7491.73,24838.18662,6622.81,25371.4185,6764.99,52342
09-06-2018,28515.94138,7603.44,28817.99859,7683.98,27940.48,7450,28096.98419,7491.73,19339
08-06-2018,28844.62643,7691.08,28891.2064,7703.5,28244.2624,7531,28515.94138,7603.44,23396
07-06-2018,28723.52602,7658.79,29121.856,7765,28578.048,7620,28844.62643,7691.08,25062
06-06-2018,28602.95066,7626.64,28874.3296,7699,28004.42432,7467.05,28723.71354,7658.84,27229
05-06-2018,28079.2448,7487,28801.1593,7679.49,27595.4432,7358,28596.8,7625,31722
04-06-2018,28931.5607,7714.26,29105.05421,7760.52,27927.3536,7446.5,28079.2448,7487,32258
03-06-2018,28641.09222,7636.81,29203.20218,7786.69,28503.04,7600,28931.5607,7714.26,27505
02-06-2018,28206.7959,7521.01,28868.06643,7697.33,27891.7248,7437,28653.16851,7640.03,26720
01-06-2018,28071.7815,7485.01,28535.10592,7608.55,27586.21722,7355.54,28206.7959,7521.01,28259
31-05-2018,27685.71533,7382.07,28874.3296,7699,27481.0935,7327.51,28071.7815,7485.01,30776
30-05-2018,28007.91219,7467.98,28386.7776,7569,27229.7792,7260.5,27662.80038,7375.96,32041
29-05-2018,26624.0896,7099,28278.016,7540,26376.37568,7032.95,27982.82202,7461.29,39407
28-05-2018,27524.1481,7338.99,27891.7248,7437,26470.39821,7058.02,26624.0896,7099,27219
27-05-2018,27505.4336,7334,27752.96,7400,27119.55494,7231.11,27524.1481,7338.99,18706
26-05-2018,27966.6953,7456.99,28578.048,7620,27377.92,7300,27505.28358,7333.96,19464
25-05-2018,28424.2441,7578.99,28688.87232,7649.55,27408.48576,7308.15,27966.7328,7457,26739
24-05-2018,28135.31328,7501.95,28993.32979,7730.73,27254.1193,7266.99,28409.3175,7575.01,37845
23-05-2018,29917.39085,7977.12,30122.83776,8031.9,27846.72,7425,28135.31328,7501.95,42910
22-05-2018,31454.19226,8386.89,31504.03507,8400.18,29759.83654,7935.11,29917.35334,7977.11,23710
21-05-2018,31979.54829,8526.97,32235.85062,8595.31,31147.072,8305,31433.0025,8381.24,21516
20-05-2018,30878.8809,8233.49,32287.1936,8609,30617.89056,8163.9,31979.58579,8526.98,19957
19-05-2018,30895.8327,8238.01,31468.85632,8390.8,30362.22579,8095.73,30878.8809,8233.49,17193
18-05-2018,30148.79053,8038.82,31027.84678,8273.21,29672.78976,7911.9,30902.58342,8239.81,23476
17-05-2018,31240.832,8330,31743.3856,8464,29924.4416,7979,30158.69158,8041.46,25439
16-05-2018,31735.8848,8462,31833.3952,8488,30314.5207,8083.01,31240.832,8330,31130
15-05-2018,32491.10285,8663.37,33228.5065,8859.99,31508.23552,8401.3,31735.8848,8462,28126
14-05-2018,32552.38438,8679.71,33303.5145,8879.99,31042.0608,8277,32490.99034,8663.34,37389
13-05-2018,31786.29018,8475.44,32866.10534,8763.36,31120.8192,8298,32552.38438,8679.71,25632
12-05-2018,31525.63738,8405.94,32429.25875,8646.88,30577.0112,8153,31750.66138,8465.94,40241
11-05-2018,33761.88838,9002.21,33816.60672,9016.8,31282.0864,8341,31503.36,8400,48227
10-05-2018,34916.224,9310,35235.45805,9395.12,33641.088,8970,33761.85088,9002.2,25055
09-05-2018,34421.1712,9178,35216.256,9390,33622.336,8965,34916.224,9310,25673
08-05-2018,35122.496,9365,35537.66528,9475.7,33980.64922,9060.54,34457.02502,9187.56,25533
07-05-2018,36232.68941,9661.02,36340.13837,9689.67,34432.4224,9181,35122.496,9365,33787
